Solute InChIKey,Solute SMILES,Solvent InChIKey,Solvent SMILES,LogS,Concentration,MW,Volume,MP,Source
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,O=C(Oc1ccccc1C(=O)O)C,DURPTKYDGMDSBL-UHFFFAOYSA-N,O(CCCC)CCCC,-1.371149971,0.042545147,180.16,156.552,287,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,O=C(C)CC,-1.370497471,0.042609116,212.27,178.232,118,ONSC
NMJJFJNHVMGPGM-UHFFFAOYSA-N,O(CCCC)C=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.37,0.042657952,102.13,106.76,160,ONSC
LNEPOXFFQSENCJ-UHFFFAOYSA-N,c1cc(ccc1C(=O)CCCN2CCC(CC2)(c3ccc(cc3)Cl)O)F,BDERNNFJNOPAEC-UHFFFAOYSA-N,CCCO,-1.36922053,0.042734583,375.9,334.792,164,ONSC
DDIZAANNODHTRB-UHFFFAOYSA-N,O=C(OC)c1ccc(OC)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.415204813,0.038441045,166.17,154.16,-20,ONSC
SJEBAWHUJDUKQK-UHFFFAOYSA-N,O=C2c1c(cccc1)C(=O)c3c2ccc(c3)CC,PHTQWCKDNZKARW-UHFFFAOYSA-N,OCCC(C)C,-1.417000004,0.038282474,236.26,215.024,126,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,UUIQMZJEGPQKFD-UHFFFAOYSA-N,O=C(OC)CCC,-1.459248934,0.034733701,212.27,178.272,118,ONSC
VYWYYJYRVSBHJQ-UHFFFAOYSA-N,O=[N+]([O-])c1cc(cc([N+]([O-])=O)c1)C(=O)O,DURPTKYDGMDSBL-UHFFFAOYSA-N,O(CCCC)CCCC,-1.459226843,0.034735468,212.12,161.672,-76,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.456159386,0.034981676,216.3,179.952,103.5,ONSC
IJFXRHURBJZNAO-UHFFFAOYSA-N,O=C(O)c1cc(O)ccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.4644,0.034324167,138.12,120.304,-27,ONSC
JYGXADMDTFJGBT-VWUMJDOOSA-N,O=C4\C=C2/[C@]([C@H]1[C@@H](O)C[C@@]3([C@@](O)(C(=O)CO)CC[C@H]3[C@@H]1CC2)C)(C)CC4,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.456,0.034994517,362.5,335.912,243,ONSC
SJEBAWHUJDUKQK-UHFFFAOYSA-N,O=C2c1c(cccc1)C(=O)c3c2ccc(c3)CC,BDERNNFJNOPAEC-UHFFFAOYSA-N,CCCO,-1.454000001,0.035156044,236.26,214.88,126,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,BBMCTIGTTCKYKF-UHFFFAOYSA-N,OCCCCCCC,-1.451918889,0.035324914,216.3,179.44,103.5,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,XYIBRDXRRQCHLP-UHFFFAOYSA-N,CCOC(=O)CC(=O)C,-1.451754185,0.035338313,178.23,168.704,32.5,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,KXKVLQRXCPHEJC-UHFFFAOYSA-N,O=C(OC)C,-1.450324934,0.035454802,212.27,177.464,118,ONSC
BONIIQYTWOPUQI-UHFFFAOYSA-N,[O-][N+](=O)c1cccc2c1C(=O)NC2=O,YMWUJEATGCHHMB-UHFFFAOYSA-N,ClCCl,-1.465484027,0.034238598,192.13,148.872,184.2,ONSC
DMDGGSIALPNSEE-UHFFFAOYSA-N,FC(F)(F)c2c(cc1c(NCNS1(=O)=O)c2)S(=O)(=O)N,YZUUTMGDONTGTN-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO,-1.48,0.033113112,331.3,227.32,170.5,ONSC
SJEBAWHUJDUKQK-UHFFFAOYSA-N,O=C2c1c(cccc1)C(=O)c3c2ccc(c3)CC,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(O)C,-1.478999997,0.033189446,236.26,215.104,126,ONSC
SLAMLWHELXOEJZ-UHFFFAOYSA-N,c1(c(cccc1)C(=O)O)[N+](=O)[O-],XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.474,0.033573761,167.12,135.472,-29,ONSC
DIWRORZWFLOCLC-UHFFFAOYSA-N,Clc3ccccc3C/2=N/C(O)C(=O)Nc1c\2cc(Cl)cc1,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,-1.473273133,0.03363,321.2,252.128,213.5,ONSC
WJFKNYWRSNBZNX-UHFFFAOYSA-N,c1ccc2c(c1)Nc3ccccc3S2,LYCAIKOWRPUZTN-UHFFFAOYSA-N,C(CO)O,-1.472946475,0.033655305,199.27,173.608,-1.32,ONSC
CGIGDMFJXJATDK-UHFFFAOYSA-N,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.47,0.033884416,357.8,304.264,96.5,ONSC
YNVOMSDITJMNET-UHFFFAOYSA-N,s1cc(cc1)C(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.47,0.033884416,128.15,102.96,111.5,ONSC
WURBFLDFSFBTLW-UHFFFAOYSA-N,c1ccc(cc1)C(=O)C(=O)c2ccccc2,TVMXDCGIABBOFY-UHFFFAOYSA-N,CCCCCCCC,-1.35,0.044668359,210.23,191.056,300,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,XEKOWRVHYACXOJ-UHFFFAOYSA-N,O=C(OCC)C,-1.450011762,0.035480378,212.27,178.2,118,ONSC
LNEPOXFFQSENCJ-UHFFFAOYSA-N,c1cc(ccc1C(=O)CCCN2CCC(CC2)(c3ccc(cc3)Cl)O)F,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-1.431798276,0.037,375.9,334.44,164,ONSC
LNEPOXFFQSENCJ-UHFFFAOYSA-N,c1cc(ccc1C(=O)CCCN2CCC(CC2)(c3ccc(cc3)Cl)O)F,DKPFZGUDAPQIHT-UHFFFAOYSA-N,CCCCOC(=O)C,-1.425715874,0.03752184,375.9,333.816,164,ONSC
CATSNJVOTSVZJV-UHFFFAOYSA-N,O=C(C)CCCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.42,0.03801894,114.19,131.888,147,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,XTVMZZBLCLWBPM-UHFFFAOYSA-N,CC(C)(C)C1CCCCC1,-1.419043961,0.038102725,216.3,180.032,103.5,ONSC
YTPLMLYBLZKORZ-UHFFFAOYSA-N,s1cccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.45,0.035481339,84.14,74.568,146,ONSC
WURBFLDFSFBTLW-UHFFFAOYSA-N,c1ccc(cc1)C(=O)C(=O)c2ccccc2,NHTMVDHEPJAVLT-UHFFFAOYSA-N,CC(C)CC(C)(C)C,-1.45,0.035481339,210.23,191.592,300,ONSC
FQMRVYDYXSOKHL-UHFFFAOYSA-N,S(=O)(=O)(CCS(=O)(=O)CCCl)CCCl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.449,0.035563132,283.2,212.56,223.5,ONSC
SJEBAWHUJDUKQK-UHFFFAOYSA-N,O=C2c1c(cccc1)C(=O)c3c2ccc(c3)CC,UAEPNZWRGJTJPN-UHFFFAOYSA-N,CC1CCCCC1,-1.446999998,0.035727284,236.26,214.784,126,ONSC
WQOXQRCZOLPYPM-UHFFFAOYSA-N,S(SC)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.44,0.036307805,94.2,83.376,-18,ONSC
JQVDAXLFBXTEQA-UHFFFAOYSA-N,N(CCCC)CCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.44,0.036307805,129.24,157.776,0,ONSC
BOCJQSFSGAZAPQ-UHFFFAOYSA-N,O=C2c1ccccc1C(=O)c3c2cccc3Cl,VFWCMGCRMGJXDK-UHFFFAOYSA-N,ClCCCC,-1.43628685,0.036619562,242.65,195.96,38,ONSC
NRPFNQUDKRYCNX-UHFFFAOYSA-N,O=C(O)Cc1ccc(OC)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.442411824,0.036106731,166.17,153.92,125,ONSC
WURBFLDFSFBTLW-UHFFFAOYSA-N,c1ccc(cc1)C(=O)C(=O)c2ccccc2,IMNFDUFMRHMDMM-UHFFFAOYSA-N,CCCCCCC,-1.35,0.044668359,210.23,191.416,300,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,MLRVZFYXUZQSRU-UHFFFAOYSA-N,ClCCCCCC,-1.285407712,0.051831322,178.23,168.712,32.5,ONSC
BGRJTUBHPOOWDU-UHFFFAOYSA-N,O=S(=O)(N)c1cc(c(OC)cc1)C(=O)NCC2N(CC)CCC2,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-1.284529159,0.05193628,341.4,305.64,224,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,CTQNGGLPUBDAKN-UHFFFAOYSA-N,Cc1ccccc1C,-1.284048716,0.051993767,212.27,178.232,118,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,UDSFAEKRVUSQDD-UHFFFAOYSA-N,O=C(OC)CCCCC(=O)OC,-1.283498782,0.052059647,178.23,168.96,32.5,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,JKRZOJADNVOXPM-UHFFFAOYSA-N,O=C(OCCCC)C(=O)OCCCC,-1.282894788,0.052132099,178.23,168.976,32.5,ONSC
CKQHAYFOPRIUOM-UHFFFAOYSA-N,Nc1cc(ccc1)C(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.28,0.052480746,135.16,131.016,21.5,ONSC
KWOLFJPFCHCOCG-UHFFFAOYSA-N,O=C(C)c1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.28,0.052480746,120.15,119.2,84,ONSC
AFBPFSWMIHJQDM-UHFFFAOYSA-N,N(C)c1ccccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.28,0.052480746,107.15,111.952,-76,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,UNFUYWDGSFDHCW-UHFFFAOYSA-N,ClC1CCCCC1,-1.278728721,0.052634594,178.23,168.688,32.5,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,VIZORQUEIQEFRT-UHFFFAOYSA-N,CCOC(=O)CCCCC(=O)OCC,-1.287088092,0.051631163,178.23,168.496,32.5,ONSC
HVYWMOMLDIMFJA-DPAQBDIFSA-N,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,-1.287205299,0.051617231,386.7,412.456,108,ONSC
SJEBAWHUJDUKQK-UHFFFAOYSA-N,O=C2c1c(cccc1)C(=O)c3c2ccc(c3)CC,JYVLIDXNZAXMDK-UHFFFAOYSA-N,OC(C)CCC,-1.296999998,0.05046613,236.26,214.792,126,ONSC
DAUAQNGYDSHRET-UHFFFAOYSA-N,COc1c(cc(cc1)C(=O)O)OC,PHTQWCKDNZKARW-UHFFFAOYSA-N,OCCC(C)C,-1.293,0.050933087,182.17,162.448,106.5,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,PGMYKACGEOXYJE-UHFFFAOYSA-N,O=C(OCCCCC)C,-1.291256358,0.051137989,178.23,168.72,32.5,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,YKYONYBAUNKHLG-UHFFFAOYSA-N,O=C(OCCC)C,-1.290110006,0.051273149,178.23,168.816,32.5,ONSC
UJOBWOGCFQCDNV-UHFFFAOYSA-N,c1ccc2c(c1)c3ccccc3[nH]2,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.29,0.051286138,167.21,154.136,182,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,KVNRLNFWIYMESJ-UHFFFAOYSA-N,N#CCCC,-1.289537582,0.051340775,178.23,168.56,32.5,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,UUIQMZJEGPQKFD-UHFFFAOYSA-N,O=C(OC)CCC,-1.289153016,0.051386257,178.23,168.304,32.5,ONSC
BONIIQYTWOPUQI-UHFFFAOYSA-N,[O-][N+](=O)c1cccc2c1C(=O)NC2=O,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-1.288007105,0.051522022,192.13,149.232,184.2,ONSC
BOCJQSFSGAZAPQ-UHFFFAOYSA-N,O=C2c1ccccc1C(=O)c3c2cccc3Cl,DKPFZGUDAPQIHT-UHFFFAOYSA-N,O=C(OCCCC)C,-1.274585976,0.053139079,242.65,196.088,38,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,VFWCMGCRMGJXDK-UHFFFAOYSA-N,ClCCCC,-1.256565433,0.055390408,178.23,168.712,32.5,ONSC
SAXHIDRUJXPDOD-UHFFFAOYSA-N,c1(ccccc1)C(C(=O)OCC)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.256,0.055462571,180.2,169.856,100,ONSC
MXWJVTOOROXGIU-UHFFFAOYSA-N,CC/N=c/1\[nH]/c(=N/C(C)C)/[nH]c(n1)Cl,RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC,-1.254635282,0.05563713,215.68,193.304,41,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,STCOOQWBFONSKY-UHFFFAOYSA-N,O=P(OCCCC)(OCCCC)OCCCC,-1.252609165,0.055897301,178.23,168.496,32.5,ONSC
WDNBURPWRNALGP-UHFFFAOYSA-N,Clc1c(ccc(c1)O)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.25,0.056234133,163,122.88,144,ONSC
SJEBAWHUJDUKQK-UHFFFAOYSA-N,O=C2c1c(cccc1)C(=O)c3c2ccc(c3)CC,AMQJEAYHLZJPGS-UHFFFAOYSA-N,OCCCCC,-1.258999997,0.05508077,236.26,215.392,126,ONSC
IEDVJHCEMCRBQM-UHFFFAOYSA-N,COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.249,0.056363766,290.32,265.216,195,ONSC
MXWJVTOOROXGIU-UHFFFAOYSA-N,CC/N=c/1\[nH]/c(=N/C(C)C)/[nH]c(n1)Cl,BDERNNFJNOPAEC-UHFFFAOYSA-N,CCCO,-1.248036052,0.056489008,215.68,193.104,41,ONSC
KDKYADYSIPSCCQ-UHFFFAOYSA-N,C(C)C#C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.24,0.057543994,54.09,67.936,-27.5,ONSC
WJFKNYWRSNBZNX-UHFFFAOYSA-N,c1ccc2c(c1)Nc3ccccc3S2,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,CC(C)CO,-1.239675224,0.057587043,199.27,173.136,-1.32,ONSC
IEDVJHCEMCRBQM-UHFFFAOYSA-N,COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N,YZUUTMGDONTGTN-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO,-1.249,0.056363766,290.32,264.44,195,ONSC
KLIHWYNSISMOMR-UHFFFAOYSA-N,OC(C(C)(C)C)(CC)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.27,0.05370318,130.23,151.128,-118,ONSC
JWAZRIHNYRIHIV-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)O,VZGDMQKNWNREIO-UHFFFAOYSA-N,ClC(Cl)(Cl)Cl,-1.269065786,0.053818825,144.17,134.184,173.5,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,-1.259349286,0.055036488,216.3,180.432,103.5,ONSC
DAUAQNGYDSHRET-UHFFFAOYSA-N,COc1c(cc(cc1)C(=O)O)OC,JYVLIDXNZAXMDK-UHFFFAOYSA-N,OC(C)CCC,-1.267,0.054075432,182.17,162.808,106.5,ONSC
DAUAQNGYDSHRET-UHFFFAOYSA-N,COc1c(cc(cc1)C(=O)O)OC,AMQJEAYHLZJPGS-UHFFFAOYSA-N,OCCCCC,-1.267,0.054075432,182.17,163.128,106.5,ONSC
KVBGVZZKJNLNJU-UHFFFAOYSA-N,S(=O)(=O)(c1cc2c(cc1)cccc2)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.265,0.054325033,208.24,169.856,300,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,DKPFZGUDAPQIHT-UHFFFAOYSA-N,O=C(OCCCC)C,-1.29771798,0.050382768,178.23,168.816,32.5,ONSC
QPPBRPIAZZHUNT-UHFFFAOYSA-N,O=S(=O)(Nc1nc(ccn1)C)c2ccc(N)cc2,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.332,0.046558609,264.31,222.872,300,ONSC
DMDGGSIALPNSEE-UHFFFAOYSA-N,FC(F)(F)c2c(cc1c(NCNS1(=O)=O)c2)S(=O)(=O)N,HVQYDIHGXSIMTE-UHFFFAOYSA-N,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO.O,-1.331,0.046665938,331.3,227.288,170.5,ONSC
UJOBWOGCFQCDNV-UHFFFAOYSA-N,c1ccc2c(c1)c3ccccc3[nH]2,HEDRZPFGACZZDS-UHFFFAOYSA-N,ClC(Cl)Cl,-1.327902142,0.047,167.21,154.216,182,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,XCIXKGXIYUWCLL-UHFFFAOYSA-N,OC1CCCC1,-1.323978881,0.047426505,216.3,179.44,103.5,ONSC
SJEBAWHUJDUKQK-UHFFFAOYSA-N,O=C2c1c(cccc1)C(=O)c3c2ccc(c3)CC,BTANRVKWQNVYAZ-UHFFFAOYSA-N,OC(C)CC,-1.347000005,0.044977985,236.26,215.048,126,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,IVSZLXZYQVIEFR-UHFFFAOYSA-N,Cc1cccc(c1)C,-1.343508187,0.045341075,212.27,177.856,118,ONSC
SJEBAWHUJDUKQK-UHFFFAOYSA-N,O=C2c1c(cccc1)C(=O)c3c2ccc(c3)CC,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,OCC(C)C,-1.342999997,0.045394162,236.26,214.976,126,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,CNDHHGUSRIZDSL-UHFFFAOYSA-N,ClCCCCCCCC,-1.342794688,0.045415627,178.23,168.752,32.5,ONSC
VPOMSPZBQMDLTM-UHFFFAOYSA-N,Clc1cc(cc(c1)O)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.34,0.045708819,163,123.096,162,ONSC
MXWJVTOOROXGIU-UHFFFAOYSA-N,CC/N=c/1\[nH]/c(=N/C(C)C)/[nH]c(n1)Cl,KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(O)C,-1.339571311,0.04575396,215.68,192.128,41,ONSC
WURBFLDFSFBTLW-UHFFFAOYSA-N,c1ccc(cc1)C(=O)C(=O)c2ccccc2,BKIMMITUMNQMOS-UHFFFAOYSA-N,CCCCCCCCC,-1.35,0.044668359,210.23,191.504,300,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,VZGDMQKNWNREIO-UHFFFAOYSA-N,ClC(Cl)(Cl)Cl,-1.321663753,0.04768,178.23,168.056,32.5,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,O(C(C)C)C(C)C,-1.301029996,0.05,216.3,179.944,103.5,ONSC
GHICCUXQJBDNRN-UHFFFAOYSA-N,O=C(O)c1ccc(I)cc1,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-1.301029996,0.05,248.02,141.2,264,ONSC
JZFPYUNJRRFVQU-UHFFFAOYSA-N,FC(F)(F)c1cc(ccc1)Nc2ncccc2C(=O)O,IMNFDUFMRHMDMM-UHFFFAOYSA-N,CCCCCCC,-1.301029996,0.05,282.22,222.096,140,ONSC
DFXQXFGFOLXAPO-UHFFFAOYSA-N,O=[N+]([O-])c1cc(ccc1Cl)C(=O)O,DURPTKYDGMDSBL-UHFFFAOYSA-N,O(CCCC)CCCC,-1.301029996,0.05,201.56,150.864,-66.5,ONSC
SMWDFEZZVXVKRB-UHFFFAOYSA-N,n1c2c(ccc1)cccc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.3,0.050118723,129.16,122.272,59.5,ONSC
KFUSEUYYWQURPO-UHFFFAOYSA-N,ClC=CCl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.3,0.050118723,96.94,70.032,241.5,ONSC
HXVNBWAKAOHACI-UHFFFAOYSA-N,C(=O)(C(C)C)C(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.3,0.050118723,114.19,130.496,161,ONSC
GVIJJXMXTUZIOD-UHFFFAOYSA-N,S1c3c(Sc2c1cccc2)cccc3,UAEPNZWRGJTJPN-UHFFFAOYSA-N,CC1CCCCC1,-1.302095627,0.049877465,216.3,180.088,103.5,ONSC
DAUAQNGYDSHRET-UHFFFAOYSA-N,COc1c(cc(cc1)C(=O)O)OC,DKPFZGUDAPQIHT-UHFFFAOYSA-N,O=C(OCCCC)C,-1.303,0.049773709,182.17,163.048,106.5,ONSC
UWTUEMKLYAGTNQ-UHFFFAOYSA-N,BrC=CBr,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.32,0.047863009,185.85,79.496,93,ONSC
MXWJVTOOROXGIU-UHFFFAOYSA-N,CC/N=c/1\[nH]/c(=N/C(C)C)/[nH]c(n1)Cl,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-1.32,0.047863009,215.68,192.968,41,ONSC
DAUAQNGYDSHRET-UHFFFAOYSA-N,COc1c(cc(cc1)C(=O)O)OC,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,OCC(C)C,-1.315,0.048417237,182.17,162.912,106.5,ONSC
SJEBAWHUJDUKQK-UHFFFAOYSA-N,O=C2c1c(cccc1)C(=O)c3c2ccc(c3)CC,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,-1.314999998,0.048417237,236.26,214.864,126,ONSC
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,O=C1c3c(Sc2c1cccc2)cccc3,YXFVVABEGXRONW-UHFFFAOYSA-N,c1ccccc1C,-1.310127253,0.048963533,212.27,177.832,118,ONSC
ABDKAPXRBAPSQN-UHFFFAOYSA-N,COc1c(cccc1)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.31,0.048977882,138.16,134.008,190,ONSC
BOCJQSFSGAZAPQ-UHFFFAOYSA-N,O=C2c1ccccc1C(=O)c3c2cccc3Cl,FVSKHRXBFJPNKK-UHFFFAOYSA-N,N#CCC,-1.309832279,0.0489968,242.65,196.04,38,ONSC
JZFPYUNJRRFVQU-UHFFFAOYSA-N,FC(F)(F)c1cc(ccc1)Nc2ncccc2C(=O)O,MVPPADPHJFYWMZ-UHFFFAOYSA-N,Clc1ccccc1,-1.30980392,0.049,282.22,222.88,140,ONSC
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c1ccc2cc3ccccc3cc2c1,XEKOWRVHYACXOJ-UHFFFAOYSA-N,O=C(OCC)C,-1.309715297,0.04901,178.23,168.056,32.5,ONSC
DAUAQNGYDSHRET-UHFFFAOYSA-N,COc1c(cc(cc1)C(=O)O)OC,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,OCCCCCC,-1.309,0.049090788,182.17,162.736,106.5,ONSC
SHOKWSLXDAIZPP-UHFFFAOYSA-N,IOc1cc(c(cc1C(C)C)c2cc(c(OI)cc2C)C(C)C)C,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,-1.308988325,0.049092107,550.2,360.632,-35.6,ONSC
XAYYGTJLXVXLMB-UHFFFAOYSA-N,N1(C(C(=O)O)CCC1=O)CN2C(C(=O)O)CCC2=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-1.305,0.049545019,270.24,230.744,128,ONSC
ARGDYOIRHYLIMT-UHFFFAOYSA-N,S(=O)(=O)(c1ccc(cc1)C)N(Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.509,0.000309742,240.11,178.112,236,ONSC
CPJSUEIXXCENMM-UHFFFAOYSA-N,O=C(Nc1ccc(OCC)cc1)C,XDTMQSROBMDMFD-UHFFFAOYSA-N,C1CCCCC1,-3.49390104,0.0003207,179.22,173.504,129,ONSC
UYJUZNLFJAWNEZ-UHFFFAOYSA-N,c1([nH]c2c(n1)cccc2)-c3occc3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.487,0.000325837,184.19,160.816,-13,ONSC
JZFPYUNJRRFVQU-UHFFFAOYSA-N,FC(F)(F)c1cc(ccc1)Nc2ncccc2C(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.519599016,0.000302274,282.22,222.768,140,ONSC
WJIFKOVZNJTSGO-UHFFFAOYSA-N,Cc1cc(Br)ccc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.52,0.000301995,171.03,119.48,84,ONSC
ZLSWBLPERHFHIS-UHFFFAOYSA-N,c1(c(cc(c(c1)Cl)Cl)Cl)OC(C(=O)O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.551,0.00028119,269.5,199.88,187,ONSC
HNRMPXKDFBEGFZ-UHFFFAOYSA-N,C(CC)(C)(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.55,0.000281838,86.18,111.488,-4,ONSC
JMLWXCJXOYDXRN-UHFFFAOYSA-N,Ic1cc(ccc1)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-3.55,0.000281838,238.45,128.096,180,ONSC
