Solute InChIKey,Solute SMILES,Solvent InChIKey,Solvent SMILES,LogS,Concentration,MW,Volume,Source
YASYVMFAVPKPKE-UHFFFAOYSA-N,O=C(NP(=O)(OC)SC)C,GMBRUAIJEFRHFQ-UHFFFAOYSA-N,CCOC(=O)C1=NN(C(=N1)C(Cl)(Cl)Cl)C2=C(C=C(C=C2)Cl)Cl,-0.455931956,0.35,183.17,153.464,ONSC
ILUJQPXNXACGAN-UHFFFAOYSA-N,O=C(O)c1ccccc1OC,PFNHSEQQEPMLNI-UHFFFAOYSA-N,OCC(C)CCC,-0.455931956,0.35,152.15,136.416,ONSC
CMWTZPSULFXXJA-VIFPVBQESA-N,O=C(O)[C@H](c1ccc2c(c1)ccc(OC)c2)C,GMBRUAIJEFRHFQ-UHFFFAOYSA-N,CCOC(=O)C1=NN(C(=N1)C(Cl)(Cl)Cl)C2=C(C=C(C=C2)Cl)Cl,-0.455931956,0.35,230.26,212.888,ONSC
YLQWCDOCJODRMT-UHFFFAOYSA-N,O=C3c1ccccc1c2c3cccc2,YIWUKEYIRIRTPP-UHFFFAOYSA-N,OCC(CC)CCCC,-0.455931956,0.35,180.2,163.624,ONSC
NIHNNTQXNPWCJQ-UHFFFAOYSA-N,c1ccc-2c(c1)Cc3c2cccc3,WJTCGQSWYFHTAC-UHFFFAOYSA-N,C1CCCCCCC1,-0.455534006,0.350320857,166.22,159.36,ONSC
BLUAFEHZUWYNDE-NNWCWBAJSA-N,O=C3O[C@@H]4O[C@@]1(OO[C@@]42[C@@H](CC1)[C@H](C)CC[C@H]2[C@H]3C)C,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,CCC(=O)C,-0.454966907,0.350778602,282.33,252.072,ONSC
RZVAJINKPMORJF-UHFFFAOYSA-N,O=C(Nc1ccc(O)cc1)C,RYHBNJHYFVUHQT-UHFFFAOYSA-N,O1CCOCC1,-0.454692884,0.351,151.16,140.368,ONSC
SJEBAWHUJDUKQK-UHFFFAOYSA-N,O=C2c1c(cccc1)C(=O)c3c2ccc(c3)CC,VFWCMGCRMGJXDK-UHFFFAOYSA-N,ClCCCC,-0.453,0.352370871,236.26,214.904,ONSC
FPWNLURCHDRMHC-UHFFFAOYSA-N,Clc2ccc(c1ccccc1)cc2,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-0.452225295,0.353,188.65,168.528,ONSC
RJKGJBPXVHTNJL-UHFFFAOYSA-N,[O-][N+](=O)c2cccc1ccccc12,BTANRVKWQNVYAZ-UHFFFAOYSA-N,OC(C)CC,-0.452032331,0.353156878,173.17,150.176,ONSC
VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,-0.451285853,0.353764416,86.18,112.568,ONSC
YGINUNRCDDYFKD-UHFFFAOYSA-N,C(c1[nH]c2c(n1)ncnc2)(F)(F)F,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.451,0.353997341,188.11,132.744,ONSC
YNPNZTXNASCQKK-UHFFFAOYSA-N,c1ccc2c(c1)ccc3c2cccc3,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-0.45,0.354813389,178.23,168.136,ONSC
GCKMFJBGXUYNAG-HLXURNFRSA-N,O=C4\C=C3/[C@]([C@H]2CC[C@]1([C@@H](CC[C@@]1(O)C)[C@@H]2CC3)C)(C)CC4,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-0.45,0.354813389,302.5,299.792,ONSC
NDAUXUAQIAJITI-LBPRGKRZSA-N,OCc1cc(ccc1O)[C@@H](O)CNC(C)(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.45,0.354813389,239.31,236.496,ONSC
QMMFVYPAHWMCMS-UHFFFAOYSA-N,S(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.45,0.354813389,62.14,64.664,ONSC
JEIZLWNUBXHADF-UHFFFAOYSA-N,N1C(CCCC1)CC(=O)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.45,0.354813389,141.21,148.72,ONSC
HUPFGZXOMWLGNK-UHFFFAOYSA-N,O=C(O)c1cc(ccc1O)c2ccc(F)cc2F,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-0.449771647,0.355,250.2,201.056,ONSC
CWRYPZZKDGJXCA-UHFFFAOYSA-N,c1cc2cccc3c2c(c1)CC3,MWKFXSUHUHTGQN-UHFFFAOYSA-N,OCCCCCCCCCC,-0.449649328,0.3551,154.21,147.608,ONSC
WBYWAXJHAXSJNI-UHFFFAOYSA-N,O=C(O)C=Cc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N,Clc1ccccc1,-0.449417717,0.355289427,148.16,138.88,ONSC
YCGAZNXXGKTASZ-UHFFFAOYSA-N,C1=C(SC(=C1)C(=O)O)C(=O)O,IDGUHHHQCWSQLU-UHFFFAOYSA-N,CCO.O,-0.452043197,0.353148043,172.16,131.56,ONSC
RJKGJBPXVHTNJL-UHFFFAOYSA-N,[O-][N+](=O)c2cccc1ccccc12,MWKFXSUHUHTGQN-UHFFFAOYSA-N,OCCCCCCCCCC,-0.449290508,0.355393509,173.17,150.032,ONSC
BBEAQIROQSPTKN-UHFFFAOYSA-N,c1cc2ccc3cccc4c3c2c(c1)cc4,FVSKHRXBFJPNKK-UHFFFAOYSA-N,N#CCC,-0.458926585,0.347594915,202.25,184.464,ONSC
GRFNBEZIAWKNCO-UHFFFAOYSA-N,n1cc(ccc1)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.46,0.34673685,95.1,87.896,ONSC
NNBZCPXTIHJBJL-UHFFFAOYSA-N,C1CCC2CCCCC2C1,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,-0.469669069,0.339102453,138.25,155.488,ONSC
POAOYUHQDCAZBD-UHFFFAOYSA-N,O(CCO)CCCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.42,0.380189396,118.17,129.344,ONSC
YBZQRYWKYBZZNT-UHFFFAOYSA-N,O=C(N)C1CC1(C)C,YMWUJEATGCHHMB-UHFFFAOYSA-N,C(Cl)Cl,-0.469800302,0.339,113.16,119.592,ONSC
ILUJQPXNXACGAN-UHFFFAOYSA-N,O=C(O)c1ccccc1OC,BBMCTIGTTCKYKF-UHFFFAOYSA-N,OCCCCCCC,-0.468521083,0.34,152.15,136.632,ONSC
ILUJQPXNXACGAN-UHFFFAOYSA-N,O=C(O)c1ccccc1OC,DKPFZGUDAPQIHT-UHFFFAOYSA-N,O=C(OCCCC)C,-0.468521083,0.34,152.15,136.52,ONSC
AIONOLUJZLIMTK-AWEZNQCLSA-N,O=C2c3c(O[C@H](c1ccc(OC)c(O)c1)C2)cc(O)cc3O,CSCPPACGZOOCGX-UHFFFAOYSA-N,CC(=O)C,-0.468521083,0.34,302.28,255.392,ONSC
VYWYYJYRVSBHJQ-UHFFFAOYSA-N,O=[N+]([O-])c1cc(cc([N+]([O-])=O)c1)C(=O)O,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,-0.467935587,0.340458681,212.12,161.472,ONSC
BMLIZLVNXIYGCK-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1,RHQDFWAXVIIEBN-UHFFFAOYSA-N,FC(F)(F)CO,-0.4677789,0.340581536,198.65,175.928,ONSC
RWCCWEUUXYIKHB-UHFFFAOYSA-N,O=C(c1ccccc1)c2ccccc2,BKIMMITUMNQMOS-UHFFFAOYSA-N,CCCCCCCCC,-0.467700082,0.340643352,182.22,173.048,ONSC
XRHGYUZYPHTUJZ-UHFFFAOYSA-N,O=C(O)c1ccc(Cl)cc1,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,CCOCCO,-0.467303284,0.340954727,156.56,127.256,ONSC
XWALNWXLMVGSFR-UHFFFAOYSA-N,CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)C=CC34C,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-0.459,0.347536161,300.4,295.192,ONSC
JANFYPHFIPGYTQ-UHFFFAOYSA-N,c21c3c(oc1ccc(c2)S(=O)(=O)O)cccc3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.466,0.341979443,248.26,194.992,ONSC
ROORDVPLFPIABK-UHFFFAOYSA-N,c1ccc(cc1)OC(=O)Oc2ccccc2,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-0.46419782,0.343401494,214.22,191.488,ONSC
FBOZXECLQNJBKD-ZDUSSCGKSA-N,O=C(O)[C@@H](NC(=O)c1ccc(cc1)N(C)Cc2nc3c(nc2)nc(nc3N)N)CCC(=O)O,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,-0.464095104,0.343482722,454.4,390.608,ONSC
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,O=C(Oc1ccccc1C(=O)O)C,WEVYAHXRMPXWCK-UHFFFAOYSA-N,N#CC,-0.463967987,0.343583274,180.16,156.6,ONSC
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,O=C(Oc1ccccc1C(=O)O)C,RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC,-0.462403801,0.344822979,180.16,156.968,ONSC
GFNANZIMVAIWHM-OBYCQNJPSA-N,O=C(CO)[C@]3(O)[C@]2(C[C@H](O)[C@]4(F)[C@@]/1(\C(=C/C(=O)\C=C\1)CC[C@H]4[C@@H]2C[C@H]3O)C)C,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(=O)C,-0.462154759,0.345020771,394.4,342.968,ONSC
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,O=C(Oc1ccccc1C(=O)O)C,PHTQWCKDNZKARW-UHFFFAOYSA-N,OCCC(C)C,-0.460727751,0.346156307,180.16,156.68,ONSC
YVGGHNCTFXOJCH-UHFFFAOYSA-N,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-0.46,0.34673685,354.5,262.24,ONSC
YNBADRVTZLEFNH-UHFFFAOYSA-N,n1cc(ccc1)C(=O)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.46,0.34673685,137.14,124.52,ONSC
WEHWNAOGRSTTBQ-UHFFFAOYSA-N,N(CCC)CCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.46,0.34673685,101.19,123.632,ONSC
XRHHRWNNXLLWNB-UHFFFAOYSA-N,CNC(=S)NC1C(=O)NC(=O)NC1=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.46,0.34673685,216.22,171.856,ONSC
CMWTZPSULFXXJA-VIFPVBQESA-N,O=C(O)[C@H](c1ccc2c(c1)ccc(OC)c2)C,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-0.465973894,0.342,230.26,211.92,ONSC
JLKIGFTWXXRPMT-UHFFFAOYSA-N,O=S(=O)(Nc1noc(c1)C)c2ccc(N)cc2,OKKJLVBELUTLKV-UHFFFAOYSA-N,CO,-0.448550002,0.356,253.28,209.6,ONSC
SWJPEBQEEAHIGZ-UHFFFAOYSA-N,Brc1ccc(Br)cc1,DKGAVHZHDRPRBM-UHFFFAOYSA-N,OC(C)(C)C,-0.466268571,0.341768025,235.9,123.312,ONSC
ILUJQPXNXACGAN-UHFFFAOYSA-N,O=C(O)c1ccccc1OC,PHTQWCKDNZKARW-UHFFFAOYSA-N,OCCC(C)C,-0.443697499,0.36,152.15,136.656,ONSC
YLQWCDOCJODRMT-UHFFFAOYSA-N,O=C3c1ccccc1c2c3cccc2,DURPTKYDGMDSBL-UHFFFAOYSA-N,O(CCCC)CCCC,-0.431798276,0.37,180.2,163.472,ONSC
YLQWCDOCJODRMT-UHFFFAOYSA-N,O=C3c1ccccc1c2c3cccc2,ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,O(C(C)C)C(C)C,-0.431798276,0.37,180.2,163.664,ONSC
VPHHJAOJUJHJKD-UHFFFAOYSA-N,Clc1ccc(C(=O)O)cc1Cl,DKGAVHZHDRPRBM-UHFFFAOYSA-N,CC(C)(C)O,-0.431530253,0.370228414,191.01,142.248,ONSC
JTEGQNOMFQHVDC-RQJHMYQMSA-N,O=C1/N=C(/N)\C=C/N1[C@@H]2O[C@@H](SC2)CO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,CCO,-0.431411105,0.37033,229.26,186.344,ONSC
XMTQQYYKAHVGBJ-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(C)C)cc1Cl,WYURNTSHIVDZCO-UHFFFAOYSA-N,C1CCOC1,-0.430506677,0.371102024,233.09,190.76,ONSC
KMRNTNDWADEIIX-UHFFFAOYSA-N,ICCC(=O)O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.43,0.371535229,199.97,103.648,ONSC
DHKHKXVYLBGOIT-UHFFFAOYSA-N,C(C)(OCC)OCC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.43,0.371535229,118.17,129.376,ONSC
WBYWAXJHAXSJNI-UHFFFAOYSA-N,O=C(O)C=Cc1ccccc1,YXFVVABEGXRONW-UHFFFAOYSA-N,C1(=CC=CC=C1)C,-0.42945706,0.372,148.16,138.336,ONSC
RJKGJBPXVHTNJL-UHFFFAOYSA-N,[O-][N+](=O)c2cccc1ccccc12,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,-0.428845523,0.372524188,173.17,149.656,ONSC
YLQWCDOCJODRMT-UHFFFAOYSA-N,O=C3c1ccccc1c2c3cccc2,OKKJLVBELUTLKV-UHFFFAOYSA-N,OC,-0.431798276,0.37,180.2,163.192,ONSC
RZVAJINKPMORJF-UHFFFAOYSA-N,O=C(Nc1ccc(O)cc1)C,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,O=C(C)CC,-0.427128398,0.374,151.16,140.84,ONSC
SHAJZTPMTUWBSV-UHFFFAOYSA-N,c1(ccc(cc1)C(=O)O)N=NN(CC)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.424,0.376703799,207.23,195.048,ONSC
YBZQRYWKYBZZNT-UHFFFAOYSA-N,O=C(N)C1CC1(C)C,YXFVVABEGXRONW-UHFFFAOYSA-N,c1ccccc1C,-0.4225082,0.378,113.16,119.736,ONSC
SKZKKFZAGNVIMN-UHFFFAOYSA-N,O=C(c1ccccc1O)N,BTANRVKWQNVYAZ-UHFFFAOYSA-N,OC(C)CC,-0.42136079,0.379,137.14,122.808,ONSC
NCOSMKWGNCJPCR-UHFFFAOYSA-N,Clc5ccc(CC(=O)N(Cc1ccccc1)C(c3cc4ccccc4c2ccccc23)C(=O)NCCCC)cc5,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,O=S(C)C,-0.420216403,0.38,549.1,503.36,ONSC
GJCOSYZMQJWQCA-UHFFFAOYSA-N,O2c1ccccc1Cc3c2cccc3,WJTCGQSWYFHTAC-UHFFFAOYSA-N,C1CCCCCCC1,-0.420216403,0.38,182.22,167.872,ONSC
YLQWCDOCJODRMT-UHFFFAOYSA-N,O=C3c1ccccc1c2c3cccc2,BDERNNFJNOPAEC-UHFFFAOYSA-N,OCCC,-0.420216403,0.38,180.2,163.304,ONSC
HEFNNWSXXWATRW-UHFFFAOYSA-N,O=C(O)C(c1ccc(cc1)CC(C)C)C,IMNFDUFMRHMDMM-UHFFFAOYSA-N,CCCCCCC,-0.420216403,0.38,206.28,210.272,ONSC
DFXQXFGFOLXAPO-UHFFFAOYSA-N,O=[N+]([O-])c1cc(ccc1Cl)C(=O)O,DKGAVHZHDRPRBM-UHFFFAOYSA-N,OC(C)(C)C,-0.420216403,0.38,201.56,151.056,ONSC
YNPNZTXNASCQKK-UHFFFAOYSA-N,c1ccc2c(c1)ccc3c2cccc3,UAEPNZWRGJTJPN-UHFFFAOYSA-N,CC1CCCCC1,-0.446084011,0.358027173,178.23,167.448,ONSC
CVUGPAFCQJIYDT-UHFFFAOYSA-N,Clc1ccccc1C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-0.42,0.380189396,354.5,261.344,ONSC
WBYWAXJHAXSJNI-UHFFFAOYSA-N,O=C(O)C=Cc1ccccc1,BNIXVQGCZULYKV-UHFFFAOYSA-N,ClC(Cl)C(Cl)(Cl)Cl,-0.426905772,0.374191767,148.16,138.824,ONSC
ILUJQPXNXACGAN-UHFFFAOYSA-N,O=C(O)c1ccccc1OC,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,OCCCCCC,-0.431798276,0.37,152.15,135.864,ONSC
RJKGJBPXVHTNJL-UHFFFAOYSA-N,[O-][N+](=O)c2cccc1ccccc12,KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,-0.421339923,0.379018211,173.17,149.92,ONSC
YLQWCDOCJODRMT-UHFFFAOYSA-N,O=C3c1ccccc1c2c3cccc2,LRHPLDYGYMQRHN-UHFFFAOYSA-N,OCCCC,-0.431798276,0.37,180.2,163.432,ONSC
DFXQXFGFOLXAPO-UHFFFAOYSA-N,O=[N+]([O-])c1cc(ccc1Cl)C(=O)O,BDERNNFJNOPAEC-UHFFFAOYSA-N,OCCC,-0.431798276,0.37,201.56,151.016,ONSC
COBIEQVPXUIPRH-UHFFFAOYSA-N,O=C(CNC(=O)OC(C)(C)C)N(Cc1ccco1)C(c2ccccc2)C(=O)NCc3ccccc3,OKKJLVBELUTLKV-UHFFFAOYSA-N,OC,-0.443697499,0.36,477.6,443.496,ONSC
YLQWCDOCJODRMT-UHFFFAOYSA-N,O=C3c1ccccc1c2c3cccc2,PFNHSEQQEPMLNI-UHFFFAOYSA-N,OCC(C)CCC,-0.443697499,0.36,180.2,163.28,ONSC
NIHNNTQXNPWCJQ-UHFFFAOYSA-N,c1ccc-2c(c1)Cc3c2cccc3,URAYPUMNDPQOKB-UHFFFAOYSA-N,CC(=O)OC(COC(=O)C)COC(C)=O,-0.443690408,0.360005878,166.22,159.192,ONSC
DKNWSYNQZKUICI-UHFFFAOYSA-N,C1C2CC3CC1CC(C2)(C3)N,OKKJLVBELUTLKV-UHFFFAOYSA-N,OC,-0.443697499,0.36,151.25,156.016,ONSC
BBEAQIROQSPTKN-UHFFFAOYSA-N,c1cc2ccc3cccc4c3c2c(c1)cc4,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,c1ccc(cc1)N,-0.442204985,0.361239319,202.25,184.088,ONSC
WBYWAXJHAXSJNI-UHFFFAOYSA-N,O=C(O)C=Cc1ccccc1,WSLDOOZREJYCGB-UHFFFAOYSA-N,ClCCCl,-0.441291429,0.362,148.16,138.296,ONSC
YBZQRYWKYBZZNT-UHFFFAOYSA-N,O=C(N)C1CC1(C)C,GMBRUAIJEFRHFQ-UHFFFAOYSA-N,CCOC(=O)C1=NN(C(=N1)C(Cl)(Cl)Cl)C2=C(C=C(C=C2)Cl)Cl,-0.441291429,0.362,113.16,120.4,ONSC
GJCOSYZMQJWQCA-UHFFFAOYSA-N,c1ccc2c(c1)Cc3ccccc3O2,WEVYAHXRMPXWCK-UHFFFAOYSA-N,N#CC,-0.440289884,0.362835787,182.22,167.392,ONSC
WXZMFSXDPGVJKK-UHFFFAOYSA-N,OCC(CO)(CO)CO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.44,0.363078055,136.15,128.768,ONSC
HPXRVTGHNJAIIH-UHFFFAOYSA-N,OC1CCCCC1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.44,0.363078055,100.16,108.76,ONSC
SWJPEBQEEAHIGZ-UHFFFAOYSA-N,Brc1ccc(Br)cc1,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,OCC(C)C,-0.442840672,0.360710951,235.9,123.16,ONSC
CMWTZPSULFXXJA-VIFPVBQESA-N,O=C(O)[C@H](c1ccc2c(c1)ccc(OC)c2)C,HEDRZPFGACZZDS-UHFFFAOYSA-N,C(Cl)(Cl)Cl,-0.437707136,0.365,230.26,213.152,ONSC
XWLUWCNOOVRFPX-UHFFFAOYSA-M,C1(C(=O)N(C(=O)N1)COP(=O)(O)[O-])(c2ccccc2)c3ccccc3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.432,0.36982818,361.27,294.792,ONSC
HLQDGCWIOSOMDP-UHFFFAOYSA-N,Clc1c(cc(Cl)c(Cl)c1Cl)c2ccccc2,KBPLFHHGFOOTCA-UHFFFAOYSA-N,OCCCCCCCC,-0.44,0.363078055,292,214.608,ONSC
WREGKURFCTUGRC-UHFFFAOYSA-N,C2(N1C(=O)N=C(C=C1)N)OC(CC2)CO,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.433,0.368977599,211.22,184.208,ONSC
DFXQXFGFOLXAPO-UHFFFAOYSA-N,O=[N+]([O-])c1cc(ccc1Cl)C(=O)O,XEKOWRVHYACXOJ-UHFFFAOYSA-N,O=C(OCC)C,-0.443697499,0.36,201.56,151.208,ONSC
YSSSPARMOAYJTE-UHFFFAOYSA-N,O1c3c(OCCOCCOc2ccccc2OCCOCC1)cccc3,KUFFULVDNCHOFZ-UHFFFAOYSA-N,Cc1ccc(O)c(C)c1,-0.435333936,0.367,360.4,329.824,ONSC
VGEREEWJJVICBM-UHFFFAOYSA-N,O=C(c1c(O)cc(O)cc1O)CCc2ccc(O)cc2,LRHPLDYGYMQRHN-UHFFFAOYSA-N,CCCCO,-0.435974566,0.366459035,274.27,240.6,ONSC
HMSYOMRFLOKYEK-UHFFFAOYSA-N,C1CCN(C1)S(=O)(=O)N2CCCC2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-0.435,0.3672823,204.29,183.808,ONSC
DLHSXQSAISCVNN-UHFFFAOYSA-M,O[Co]=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.275970815,5.29699E-07,91.94,53.208,AqSolDB
GSKZUBJRXCWFFE-XTMYEIJHSA-L,[Ca++].[O-]C(=O)C1=Cc2ccccc2/C(=N/Nc3ccc4ccccc4c3[S]([O-])(=O)=O)C1=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.279395406,5.25539E-07,460.5,346.176,AqSolDB
GNXVOWXPZHCCTP-UHFFFAOYSA-N,COC(C)COC(C)COCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)O[Si](C)(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.287739939,5.15537E-07,484.9,496.088,AqSolDB
LSIKFJXEYJIZNB-UHFFFAOYSA-N,[O-][N+](=O)c1c2ccccc2cc3ccccc13,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.2918,5.1074E-07,223.23,193.016,AqSolDB
CUGLICQCTXWQNF-UHFFFAOYSA-N,ClC1=CC=CC(=C1Cl)C2=C(Cl)C=CC=C2Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.3,5.01187E-07,292,214.848,AqSolDB
SVTDYSXXLJYUTM-UHFFFAOYSA-N,CNc1cccc2C(=O)c3ccccc3C(=O)c12,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.3,5.01187E-07,237.25,208.304,AqSolDB
KNMQFBWXSICVQC-UHFFFAOYSA-N,Nc1ccc(c2ccc(N)c3C(=O)c4ccccc4C(=O)c23)c5C(=O)c6ccccc6C(=O)c15,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.293710563,5.08498E-07,444.4,371.576,AqSolDB
JUVIOZPCNVVQFO-HBGVWJBISA-N,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.2949,5.07107E-07,394.4,344.608,AqSolDB
GRSMWKLPSNHDHA-UHFFFAOYSA-N,O=C1OC(=O)c2cccc3cccc1c23,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.29705325,5.04599E-07,198.17,163.488,AqSolDB
GXVMAQACUOSFJF-UHFFFAOYSA-N,Clc1cc(Cl)cc(c1)c2ccccc2Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.2999,5.01303E-07,257.5,199.584,AqSolDB
DFBKLUNHFCTMDC-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.2908,5.11918E-07,380.9,252.144,AqSolDB
FOQABOMYTOFLPZ-UHFFFAOYSA-N,CCN(CCO)c1ccc(cc1)N=Nc2ccc(cc2)[N+]([O-])=O,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.293,5.09331E-07,314.34,285.992,AqSolDB
UTGQNNCQYDRXCH-UHFFFAOYSA-N,N(c1ccccc1)c2ccc(Nc3ccccc3)cc2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.239449642,5.7617E-07,260.3,248.72,AqSolDB
BBFRYSKTTHYWQZ-UHFFFAOYSA-N,[O-][N+](=O)c1cc(ccc1Nc2ccccc2)[S](=O)(=O)Nc3ccccc3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.269,5.3827E-07,369.4,309.16,AqSolDB
GYUVMLBYMPKZAZ-UHFFFAOYSA-N,COC(=O)c1ccc2cc(ccc2c1)C(=O)OC,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.211736201,6.14135E-07,244.24,216.664,AqSolDB
NTZOUXAZCADJBZ-UHFFFAOYSA-N,C[S](=O)(=O)Oc1ccc(Nc2ccc(O)c3C(=O)c4ccccc4C(=O)c23)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.214227985,6.10621E-07,409.4,332.664,AqSolDB
VHGHHZZTMJLTJX-UHFFFAOYSA-N,Clc1ccc(Cl)c(c1Cl)c2ccccc2Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.3001,5.01072E-07,292,214.336,AqSolDB
ROVGZAWFACYCSP-VUMXUWRFSA-N,CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(=C2C)C\C=C/C=C)C1(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.2155,6.08836E-07,328.4,335.304,AqSolDB
NWJQIUPQBDVVLW-UHFFFAOYSA-N,CSC(=O)C1(OC(C)=O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.22,6.0256E-07,450.6,397.136,AqSolDB
RQDJADAKIFFEKQ-UHFFFAOYSA-N,Clc1ccc(CCC(Cn2cncn2)(C#N)c3ccccc3)cc1,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.2264,5.93745E-07,336.8,301.104,AqSolDB
NRBNBYFPJCCKTO-UHFFFAOYSA-N,ClC1=CC(=C(Cl)C(=C1)Cl)C2=CC=CC=C2Cl,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.23,5.88844E-07,292,214.664,AqSolDB
JZPKLLLUDLHCEL-UHFFFAOYSA-N,CC(C)=C1OC(=O)N(C1=O)C2=C(F)C=C(Cl)C(=C2)OC3CCCC3,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.21,6.16595E-07,353.8,296.392,AqSolDB
IAUKWGFWINVWKS-UHFFFAOYSA-N,CC(C)c1ccc2ccccc2c1C(C)C,XLYOFNOQVPJJNP-UHFFFAOYSA-N,O,-6.230113619,5.8869E-07,212.33,222.312,AqSolDB
